TYPE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude,HOUR,MINUTE,YEAR,MONTH,DAY,Date,TIME_OF_DAY,Month_Name,Coordinates
Break and Enter Commercial,14XX W 12TH AVE,Fairview,489997.1,5456450.4,49.26074,-123.13748,15,0,2001,5,12,05/12/2001,Night,May,"49.26073712, -123.1374782"
Break and Enter Residential/Other,69XX ANGUS DR,Kerrisdale,489217.8,5452172.3,49.22224,-123.14807,16,50,2001,2,2,02/02/2001,Evening,February,"49.22224103, -123.1480734"
Theft from Vehicle,5XX BEACH CRES,Central Business District,490657.1,5457830.8,49.27316,-123.12844,6,39,2009,11,13,11/13/2009,Evening,November,"49.27316369, -123.1284397"
Mischief,9XX E 64TH AVE,Sunset,493682.0,5451030.5,49.21203,-123.08675,22,17,2002,6,20,06/20/2002,Afternoon,June,"49.21203273, -123.0867477"
Other Theft,11XX ROBSON ST,West End,490780.1,5459235.3,49.28580,-123.12678,14,7,2001,3,20,03/20/2001,Day,March,"49.28579952, -123.1267807"
Mischief,24XX E 54TH AVE,Victoria-Fraserview,495836.2,5451940.3,49.22023,-123.05718,2,0,2005,1,1,01/01/2005,Night,January,"49.22023452, -123.0571797"
Other Theft,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.8,5456155.9,49.25816,-123.03699,21,38,2005,4,23,04/23/2005,Evening,April,"49.25816372, -123.0369859"
Break and Enter Residential/Other,10XX W 41ST AVE,Oakridge,490538.7,5453468.1,49.23392,-123.12996,4,17,2010,7,4,07/04/2010,Afternoon,July,"49.23391906, -123.1299635"
Vehicle Collision or Pedestrian Struck (with Injury),MACDONALD ST / W 41ST AVE,Kerrisdale,487813.0,5453563.0,49.23472,-123.16741,17,32,2011,9,28,09/28/2011,Evening,September,"49.23472443, -123.167408"
Break and Enter Commercial,20XX W 42ND AVE,Kerrisdale,488870.9,5453436.1,49.23360,-123.15287,15,0,2002,12,3,12/03/2002,Night,December,"49.23360317, -123.152873"
Theft of Bicycle,15XX W 11TH AVE,Fairview,489884.9,5456564.0,49.26176,-123.13902,1,0,1999,3,27,03/27/1999,Night,March,"49.26175631, -123.1390236"
Theft from Vehicle,34XX VANNESS AVE,Renfrew-Collingwood,497784.4,5453861.2,49.23752,-123.03044,23,0,1999,12,29,12/29/1999,Night,December,"49.23752374, -123.0304364"
Theft from Vehicle,12XX W 71ST AVE,Marpole,490238.9,5450477.4,49.20701,-123.13401,21,30,2001,4,27,04/27/2001,Evening,April,"49.20701209, -123.134009"
Theft from Vehicle,32XX W 13TH AVE,Kitsilano,487184.4,5456436.9,49.26056,-123.17614,18,0,2011,10,26,10/26/2011,Night,October,"49.26056241, -123.1761353"
Break and Enter Residential/Other,25XX PARKER ST,Hastings-Sunrise,496060.9,5458112.9,49.27576,-123.05415,19,0,2001,12,28,12/28/2001,Night,December,"49.27576028, -123.0541546"
Break and Enter Commercial,12XX PENDRELL ST,West End,490316.3,5458934.3,49.28308,-123.13315,9,0,2006,1,28,01/28/2006,Night,January,"49.28308463, -123.1331508"
Theft of Vehicle,CARRALL ST / E HASTINGS ST,Central Business District,492412.4,5458752.0,49.28147,-123.10433,6,30,2001,10,11,10/11/2001,Evening,October,"49.2814747, -123.104327"
Break and Enter Residential/Other,35XX E 22ND AVE,Renfrew-Collingwood,497978.1,5455313.5,49.25059,-123.02778,2,1,2001,11,20,11/20/2001,Night,November,"49.25058873, -123.0277831"
Mischief,9XX BURRARD ST,Central Business District,490952.1,5458832.4,49.28218,-123.12441,15,30,2002,9,17,09/17/2002,Evening,September,"49.28217849, -123.1244061"
Mischief,11XX E GEORGIA ST,Strathcona,494090.4,5458385.8,49.27820,-123.08125,9,56,2008,4,13,04/13/2008,Evening,April,"49.27819928, -123.081249"
Theft of Vehicle,3XX E 2ND AVE,Mount Pleasant,492949.5,5457145.3,49.26703,-123.09691,17,45,2003,6,19,06/19/2003,Evening,June,"49.26702876, -123.0969136"
Theft from Vehicle,31XX E 23RD AVE,Renfrew-Collingwood,497319.9,5455216.3,49.24971,-123.03683,22,0,1999,4,21,04/21/1999,Night,April,"49.24971186, -123.0368261"
Vehicle Collision or Pedestrian Struck (with Injury),SHAUGHNESSY ST / W 70TH AVE,Marpole,490614.0,5450636.0,49.20844,-123.12886,15,12,2008,6,1,06/01/2008,Afternoon,June,"49.20844469, -123.1288634"
Theft from Vehicle,19XX ROBSON ST,West End,489983.6,5460028.4,49.29292,-123.13775,21,30,2002,12,19,12/19/2002,Evening,December,"49.29292094, -123.1377527"
Theft from Vehicle,11XX BURNABY ST,West End,490296.7,5458630.1,49.28035,-123.13341,0,0,2001,2,3,02/03/2001,Night,February,"49.28034808, -123.1334139"
Break and Enter Commercial,66XX FRASER ST,Sunset,493382.9,5452390.5,49.22426,-123.09088,17,20,1999,12,5,12/05/1999,Evening,December,"49.22426277, -123.0908778"
Break and Enter Residential/Other,63XX ELGIN ST,Sunset,493890.9,5452679.0,49.22686,-123.08390,18,28,1999,11,10,11/10/1999,Evening,November,"49.22686381, -123.0839046"
Other Theft,6XX W 41ST AVE,Oakridge,491372.9,5453422.8,49.23352,-123.11850,20,55,2004,7,24,07/24/2004,Evening,July,"49.23352408, -123.1185036"
Other Theft,83XX GRANVILLE ST,Marpole,489765.6,5450890.0,49.21072,-123.14052,11,7,2010,1,20,01/20/2010,Day,January,"49.21071564, -123.1405178"
Mischief,21XX DUNDAS ST,Grandview-Woodland,495610.0,5459123.1,49.28484,-123.06036,0,46,2004,5,27,05/27/2004,Evening,May,"49.28484449, -123.0603648"
Theft from Vehicle,26XX E HASTINGS ST,Hastings-Sunrise,496229.5,5458708.8,49.28112,-123.05184,20,0,2004,7,25,07/25/2004,Night,July,"49.28112157, -123.051843"
Vehicle Collision or Pedestrian Struck (with Injury),18XX BLOCK MAIN ST,Mount Pleasant,492679.0,5457351.0,49.26888,-123.10064,17,55,2008,7,14,07/14/2008,Evening,July,"49.2688758, -123.1006351"
Theft from Vehicle,9XX DENMAN ST,West End,490033.8,5459742.7,49.29035,-123.13706,10,0,2004,8,23,08/23/2004,Night,August,"49.29035248, -123.1370553"
Theft from Vehicle,26XX E 7TH AVE,Hastings-Sunrise,496212.6,5456786.1,49.26383,-123.05206,17,0,2005,5,10,05/10/2005,Night,May,"49.26382669, -123.0520566"
Theft from Vehicle,GRANVILLE ST / W BROADWAY AVE,Fairview,489918.8,5456767.7,49.26359,-123.13856,0,0,2001,10,7,10/07/2001,Night,October,"49.26358964, -123.1385625"
Theft from Vehicle,8XX AVISON WAY,Stanley Park,490531.0,5460905.9,49.30082,-123.13025,11,0,2005,2,5,02/05/2005,Night,February,"49.30082343, -123.1302463"
Break and Enter Commercial,16XX W 4TH AVE,Fairview,489668.9,5457247.7,49.26790,-123.14201,17,30,2007,9,8,09/08/2007,Evening,September,"49.26790279, -123.1420098"
Break and Enter Residential/Other,14XX W GEORGIA ST,West End,490628.9,5459632.8,49.28937,-123.12887,8,30,1999,11,3,11/03/1999,Evening,November,"49.28937288, -123.1288689"
Other Theft,8X W PENDER ST,Central Business District,492208.6,5458693.0,49.28094,-123.10713,21,39,2000,11,5,11/05/2000,Evening,November,"49.28094151, -123.1071279"
Vehicle Collision or Pedestrian Struck (with Injury),POWELL ST / COLUMBIA ST,Central Business District,492568.0,5458948.0,49.28324,-123.10219,21,38,2006,3,31,03/31/2006,Evening,March,"49.28323975, -123.1021906"
Break and Enter Residential/Other,13XX SALSBURY DR,Grandview-Woodland,495075.6,5457759.1,49.27257,-123.06770,11,0,2001,4,27,04/27/2001,Night,April,"49.27257109, -123.0676965"
Break and Enter Residential/Other,50XX SHERBROOKE ST,Kensington-Cedar Cottage,494087.3,5454022.9,49.23895,-123.08123,17,0,2009,4,20,04/20/2009,Night,April,"49.23895444, -123.0812269"
Break and Enter Residential/Other,22XX VENABLES ST,Grandview-Woodland,495722.3,5458200.8,49.27655,-123.05881,15,19,2005,11,2,11/02/2005,Evening,November,"49.27654841, -123.0588105"
Theft from Vehicle,E 11TH AVE / KINGSWAY AVE,Mount Pleasant,492886.8,5456483.1,49.26107,-123.09776,8,30,2003,11,26,11/26/2003,Evening,November,"49.26107142, -123.0977635"
Theft of Vehicle,10XX BARCLAY ST,West End,490900.7,5458803.7,49.28192,-123.12511,14,0,1999,7,12,07/12/1999,Night,July,"49.28191884, -123.1251124"
Theft from Vehicle,FRANCES ST / MCLEAN DR,Grandview-Woodland,494609.1,5458522.0,49.27943,-123.07412,21,0,2006,10,13,10/13/2006,Night,October,"49.27942877, -123.0741192"
Theft of Vehicle,21XX BALSAM ST,Kitsilano,488371.4,5457187.4,49.26734,-123.15984,21,0,2000,6,11,06/11/2000,Night,June,"49.26733772, -123.159843"
Break and Enter Residential/Other,39XX DUNBAR ST,Dunbar-Southlands,486527.7,5455391.6,49.25115,-123.18513,18,0,2004,2,27,02/27/2004,Night,February,"49.25114627, -123.1851255"
Theft of Vehicle,36XX W 10TH AVE,Kitsilano,486618.7,5456754.9,49.26341,-123.18392,21,0,2000,2,4,02/04/2000,Night,February,"49.26341102, -123.1839209"
Theft from Vehicle,3XX E 2ND AVE,Mount Pleasant,492859.8,5457215.2,49.26766,-123.09815,10,0,2000,5,8,05/08/2000,Night,May,"49.26765612, -123.0981479"
Mischief,6XX E GEORGIA ST,Strathcona,493388.4,5458406.0,49.27837,-123.09090,8,0,2008,9,18,09/18/2008,Night,September,"49.27837353, -123.0909017"
Theft from Vehicle,11XX W 7TH AVE,Fairview,490610.3,5456940.5,49.26515,-123.12906,22,0,2008,12,22,12/22/2008,Night,December,"49.26515484, -123.1290615"
Theft from Vehicle,12XX E PENDER ST,Strathcona,494274.9,5458624.7,49.28035,-123.07872,18,0,2001,1,4,01/04/2001,Night,January,"49.2803499, -123.0787157"
Break and Enter Residential/Other,28XX TRINITY ST,Hastings-Sunrise,496724.0,5459657.8,49.28966,-123.04505,17,36,2000,10,1,10/01/2000,Evening,October,"49.28966102, -123.0450507"
Mischief,18XX E PENDER ST,Grandview-Woodland,495081.7,5458618.2,49.28030,-123.06762,2,1,2010,3,7,03/07/2010,Night,March,"49.28029845, -123.0676237"
Theft from Vehicle,5X PACIFIC BLVD,Central Business District,492424.1,5458265.5,49.27710,-123.10416,18,35,2000,7,31,07/31/2000,Evening,July,"49.27709887, -123.1041568"
Mischief,11XX PENDRELL ST,West End,490468.5,5458785.5,49.28175,-123.13106,1,38,2007,8,7,08/07/2007,Evening,August,"49.28174926, -123.1310554"
Mischief,29XX MAIN ST,Mount Pleasant,492646.3,5456207.9,49.25859,-123.10106,19,25,2011,12,1,12/01/2011,Evening,December,"49.25859301, -123.1010637"
Theft from Vehicle,11XX HARWOOD ST,West End,490291.8,5458482.7,49.27902,-123.13348,16,0,1999,12,28,12/28/1999,Night,December,"49.27902221, -123.1334778"
Mischief,67XX TYNE ST,Killarney,497640.4,5452149.6,49.22213,-123.03241,20,30,2009,11,11,11/11/2009,Evening,November,"49.22212683, -123.0324053"
Mischief,9XX E 52ND AVE,Sunset,493696.1,5452216.8,49.22270,-123.08657,10,46,2003,9,6,09/06/2003,Evening,September,"49.22270378, -123.0865732"
Theft from Vehicle,13XX NICOLA ST,West End,489783.9,5458879.2,49.28258,-123.14047,3,42,2010,9,5,09/05/2010,Evening,September,"49.28258033, -123.1404707"
Theft of Vehicle,10XX EXPO BLVD,Central Business District,491544.5,5458009.7,49.27479,-123.11624,7,0,2001,8,7,08/07/2001,Night,August,"49.27478665, -123.1162436"
Other Theft,85XX GRANVILLE ST,Marpole,489760.8,5450702.7,49.20903,-123.14058,13,9,2003,8,27,08/27/2003,Day,August,"49.20903083, -123.1405789"
Break and Enter Residential/Other,17XX VENABLES ST,Grandview-Woodland,495022.8,5458207.5,49.27660,-123.06843,20,30,2003,7,14,07/14/2003,Evening,July,"49.27660402, -123.068428"
Mischief,21XX W 44TH AVE,Kerrisdale,488616.5,5453245.5,49.23188,-123.15636,20,0,2008,7,6,07/06/2008,Night,July,"49.23188427, -123.1563615"
Break and Enter Residential/Other,38XX W 35TH AVE,Dunbar-Southlands,486122.7,5454213.0,49.24054,-123.19065,7,40,2010,2,1,02/01/2010,Evening,February,"49.24053568, -123.1906497"
Mischief,13XX STEWART ST,Grandview-Woodland,494579.9,5459040.4,49.28409,-123.07453,8,1,2001,7,7,07/07/2001,Night,July,"49.28409233, -123.0745286"
Other Theft,1XX DAVIE ST,Central Business District,491208.5,5457902.3,49.27382,-123.12086,16,21,2011,10,23,10/23/2011,Evening,October,"49.27381556, -123.1208603"
Other Theft,3XX POWELL ST,Strathcona,492940.3,5458932.4,49.28310,-123.09707,15,55,2010,6,18,06/18/2010,Evening,June,"49.28310357, -123.0970714"
Vehicle Collision or Pedestrian Struck (with Injury),E 57TH AVE / MAIN ST,Sunset,492580.0,5451747.0,49.21847,-123.10189,17,48,2000,1,12,01/12/2000,Evening,January,"49.21846539, -123.1018922"
Mischief,12XX BIDWELL ST,West End,489791.1,5459268.8,49.28609,-123.14038,20,0,2008,1,4,01/04/2008,Night,January,"49.28608541, -123.1403816"
Mischief,2XX E CORDOVA ST,Strathcona,492848.7,5458843.9,49.28231,-123.09833,18,25,2001,11,25,11/25/2001,Evening,November,"49.28230661, -123.0983291"
Theft from Vehicle,18XX YORK AVE,Kitsilano,489345.0,5457658.5,49.27159,-123.14647,19,30,1999,5,20,05/20/1999,Evening,May,"49.27159281, -123.1464724"
Vehicle Collision or Pedestrian Struck (with Injury),OAK ST / W 59TH AVE,Marpole,490587.0,5451600.0,49.21712,-123.12926,10,23,2005,9,19,09/19/2005,Evening,September,"49.21711571, -123.1292567"
Theft of Bicycle,7XX E BROADWAY AVE,Mount Pleasant,493644.1,5456633.2,49.26243,-123.08736,9,0,2008,10,1,10/01/2008,Night,October,"49.26242994, -123.0873568"
Vehicle Collision or Pedestrian Struck (with Injury),W GEORGIA ST / HORNBY ST,Central Business District,491266.0,5459007.0,49.28375,-123.12009,2,19,2007,8,14,08/14/2007,Evening,August,"49.28375324, -123.1200944"
Other Theft,8X W PENDER ST,Central Business District,492208.6,5458693.0,49.28094,-123.10713,16,55,2011,9,27,09/27/2011,Evening,September,"49.28094151, -123.1071279"
Mischief,31XX E 53RD AVE,Killarney,497080.5,5452037.1,49.22111,-123.04009,9,25,2002,6,4,06/04/2002,Evening,June,"49.22111281, -123.0400929"
Theft from Vehicle,60XX DUMFRIES ST,Victoria-Fraserview,494589.5,5453003.8,49.22979,-123.07431,18,0,2000,10,18,10/18/2000,Night,October,"49.22979132, -123.0743139"
Other Theft,10XX HAMILTON ST,Central Business District,491242.3,5458179.8,49.27631,-123.12040,15,0,2010,12,13,12/13/2010,Night,December,"49.27631175, -123.1204024"
Mischief,30XX ONTARIO ST,Mount Pleasant,492355.8,5456144.7,49.25802,-123.10505,20,0,2002,10,18,10/18/2002,Night,October,"49.25802131, -123.1050545"
Theft from Vehicle,22XX FERNDALE ST,Grandview-Woodland,495676.7,5458550.5,49.27969,-123.05944,21,0,2002,7,27,07/27/2002,Night,July,"49.27969416, -123.0594413"
Theft from Vehicle,3XX W GEORGIA ST,Central Business District,491651.6,5458615.2,49.28023,-123.11478,20,0,2000,9,30,09/30/2000,Night,September,"49.28023388, -123.1147846"
Theft from Vehicle,45XX FRASER ST,Kensington-Cedar Cottage,493432.8,5454588.9,49.24404,-123.09023,13,30,2001,3,3,03/03/2001,Evening,March,"49.24403889, -123.0902274"
Vehicle Collision or Pedestrian Struck (with Injury),RUPERT ST / GRANDVIEW HWY,Renfrew-Collingwood,497535.0,5456151.0,49.25812,-123.03388,14,54,2001,8,11,08/11/2001,Evening,August,"49.25812042, -123.0338767"
Theft from Vehicle,18XX VINE ST,Kitsilano,488550.0,5457437.4,49.26959,-123.15739,18,0,2010,4,25,04/25/2010,Night,April,"49.26958961, -123.1573949"
Mischief,E HASTINGS ST / HAWKS AVE,Strathcona,493660.7,5458707.9,49.28109,-123.08716,23,58,2004,7,18,07/18/2004,Evening,July,"49.28109223, -123.0871623"
Mischief,9XX SEYMOUR ST,Central Business District,491239.4,5458541.5,49.27957,-123.12045,1,16,2005,12,25,12/25/2005,Afternoon,December,"49.27956553, -123.1204496"
Theft from Vehicle,GRANVILLE ST / W 7TH AVE,Fairview,489923.7,5456962.6,49.26534,-123.13850,8,30,2010,11,17,11/17/2010,Evening,November,"49.26534261, -123.1384996"
Break and Enter Residential/Other,64XX QUEBEC ST,Sunset,492439.1,5452630.0,49.22641,-123.10384,21,15,1999,1,2,01/02/1999,Afternoon,January,"49.22640639, -123.1038437"
Theft from Vehicle,ASH ST / W 10TH AVE,Fairview,491445.9,5456619.6,49.26228,-123.11757,6,30,1999,12,9,12/09/1999,Evening,December,"49.26228063, -123.1175703"
Theft from Vehicle,43XX W 2ND AVE,West Point Grey,485113.7,5457630.4,49.27125,-123.20464,22,10,2010,9,25,09/25/2010,Day,September,"49.27125185, -123.2046387"
Theft from Vehicle,15XX W 10TH AVE,Fairview,489826.5,5456659.8,49.26262,-123.13983,0,8,2002,6,26,06/26/2002,Day,June,"49.26261753, -123.1398288"
Theft from Vehicle,5X POWELL ST,Central Business District,492502.0,5458954.8,49.28330,-123.10310,18,0,2003,12,7,12/07/2003,Night,December,"49.2833002, -123.1030981"
Break and Enter Residential/Other,34XX W 26TH AVE,Dunbar-Southlands,486791.2,5455148.9,49.24897,-123.18150,12,30,2000,7,13,07/13/2000,Evening,July,"49.24896844, -123.1814961"
Theft from Vehicle,10XX BEACH AVE,Central Business District,490258.4,5458154.9,49.27607,-123.13393,11,29,2005,9,10,09/10/2005,Evening,September,"49.27607279, -123.1339282"
Break and Enter Commercial,32XX W BROADWAY AVE,Kitsilano,487071.1,5456840.7,49.26419,-123.17771,4,40,2001,5,5,05/05/2001,Evening,May,"49.2641929, -123.1777054"
Other Theft,9XX W BROADWAY AVE,Fairview,490819.3,5456740.4,49.26336,-123.12618,0,33,2005,3,17,03/17/2005,Evening,March,"49.26335861, -123.1261846"
Theft from Vehicle,15XX W 6TH AVE,Fairview,489876.1,5457061.9,49.26624,-123.13916,13,0,2003,2,15,02/15/2003,Night,February,"49.26623523, -123.1391561"
Break and Enter Residential/Other,11XX SEMLIN DR,Grandview-Woodland,495373.9,5457957.0,49.27435,-123.06360,9,30,1999,3,4,03/04/1999,Evening,March,"49.27435303, -123.0635974"
Theft from Vehicle,56XX STANLEY PARK DR,Stanley Park,489607.3,5462180.4,49.31227,-123.14298,11,32,1999,7,31,07/31/1999,Evening,July,"49.31227214, -123.142984"
Theft from Vehicle,25XX W 4TH AVE,Kitsilano,488147.9,5457290.0,49.26826,-123.16292,20,0,2004,1,4,01/04/2004,Night,January,"49.26825606, -123.1629177"
Mischief,12XX GLEN DR,Strathcona,494071.2,5457891.5,49.27375,-123.08151,1,0,2000,2,23,02/23/2000,Night,February,"49.27375296, -123.0815059"
Break and Enter Residential/Other,23XX W 40TH AVE,Arbutus Ridge,488381.7,5453654.8,49.23556,-123.15960,0,0,2001,12,17,12/17/2001,Night,December,"49.23556079, -123.1595991"
Mischief,34XX BALACLAVA ST,Arbutus Ridge,487315.4,5455991.3,49.25656,-123.17432,9,40,2004,5,11,05/11/2004,Evening,May,"49.2565577, -123.1743199"
Vehicle Collision or Pedestrian Struck (with Injury),WELLINGTON AVE / JOYCE ST,Renfrew-Collingwood,497807.0,5454140.0,49.24003,-123.03013,15,21,2011,3,25,03/25/2011,Evening,March,"49.24003205, -123.0301276"
Break and Enter Residential/Other,35XX E 29TH AVE,Renfrew-Collingwood,498069.5,5454637.6,49.24451,-123.02652,19,0,2000,4,30,04/30/2000,Night,April,"49.2445087, -123.0265242"
Theft from Vehicle,2XX E GEORGIA ST,Strathcona,492753.0,5458423.7,49.27853,-123.09964,17,0,2001,2,22,02/22/2001,Night,February,"49.27852608, -123.0996376"
Vehicle Collision or Pedestrian Struck (with Injury),PRINCE ALBERT ST / E 12TH AVE,Mount Pleasant,493655.0,5456332.0,49.25972,-123.08720,19,3,2001,10,29,10/29/2001,Night,October,"49.25972061, -123.0872028"
Break and Enter Residential/Other,11XX E 12TH AVE,Mount Pleasant,494175.4,5456328.9,49.25970,-123.08005,9,0,2005,1,18,01/18/2005,Night,January,"49.25969772, -123.0800513"
Theft from Vehicle,14XX W GEORGIA ST,West End,490628.9,5459632.8,49.28937,-123.12887,0,0,2004,10,3,10/03/2004,Night,October,"49.28937288, -123.1288689"
Theft of Bicycle,3XX W 13TH AVE,Mount Pleasant,491878.8,5456300.7,49.25942,-123.11161,20,0,2007,7,12,07/12/2007,Night,July,"49.25941805, -123.1116138"
Vehicle Collision or Pedestrian Struck (with Injury),GRANDVIEW HWY / RENFREW ST,Renfrew-Collingwood,496771.0,5456159.0,49.25819,-123.04438,14,11,2011,3,17,03/17/2011,Day,March,"49.25818882, -123.0443765"
Break and Enter Commercial,6X E CORDOVA ST,Central Business District,492508.5,5458844.4,49.28231,-123.10301,4,10,2007,4,27,04/27/2007,Day,April,"49.28230713, -123.1030066"
Theft of Bicycle,21XX W 6TH AVE,Kitsilano,488745.7,5457081.9,49.26640,-123.15469,19,0,2011,6,5,06/05/2011,Night,June,"49.26639519, -123.1546944"
Break and Enter Residential/Other,41XX W 12TH AVE,West Point Grey,485496.6,5456582.3,49.26183,-123.19934,19,45,2002,9,16,09/16/2002,Evening,September,"49.26183279, -123.1993362"
Mischief,2XX E CORDOVA ST,Strathcona,492848.7,5458843.9,49.28231,-123.09833,16,30,2009,3,22,03/22/2009,Evening,March,"49.28230661, -123.0983291"
Theft from Vehicle,33XX FIELDSTONE AVE,Killarney,497541.3,5450586.4,49.20807,-123.03376,23,30,2003,2,4,02/04/2003,Evening,February,"49.20806574, -123.0337556"
Break and Enter Commercial,29XX SLOCAN ST,Renfrew-Collingwood,496398.4,5456075.3,49.25743,-123.04950,0,0,2000,2,21,02/21/2000,Night,February,"49.25743402, -123.0494962"
Theft from Vehicle,HAMILTON ST / W PENDER ST,Central Business District,491930.3,5458824.4,49.28212,-123.11096,19,0,1999,11,21,11/21/1999,Night,November,"49.28211977, -123.1109563"
Theft from Vehicle,7XX HORNBY ST,Central Business District,491172.0,5458918.2,49.28295,-123.12139,18,47,2002,3,5,03/05/2002,Evening,March,"49.28295267, -123.1213851"
Theft from Vehicle,27XX E BROADWAY AVE,Renfrew-Collingwood,496401.5,5456579.1,49.26197,-123.04946,14,0,2006,6,15,06/15/2006,Night,June,"49.26196556, -123.0494589"
Theft from Vehicle,1XX W 15TH AVE,Mount Pleasant,492082.4,5456105.2,49.25766,-123.10881,16,30,2008,5,17,05/17/2008,Evening,May,"49.25766225, -123.1088113"
